character,line
Jeff,You already have.
Britta,"Troy, you don't have to do this. The AC school has no claim on your soul."
Troy,"No, but I do. A man's only as good as his word, or his nod through a camera to a guy with a button."
Murray,It's time. Say your goodbyes.
Troy,"Shirley, never change. Or do, if you want, I'm not your boss."
Shirley,"Oh, honey."
Pierce,Never wear a rubber.
Jeff,Never listen to Pierce.
Troy,Whenever you finally finish that Jigsaw puzzle... Will you tell me what kind of boat is at the end of that dock?
Britta,This is a lock of my hair.
Troy,Creepy.
Murray,"All right, let's go."
Annie,Abed? What did he say to you?
Abed,"He said, ""I know you hate when people do this in movies."" Sorry I got emotional."
Vice Dean Laybourne,Troy Barnes. Welcome home.
Dean Pelton,"I'm really digging this hard house! It's quite a groove. This is my school! It's called Greendale, and I'm the Dean of the entire school. I mean, I wasn't for a while, but it's a long story. You guys, everybody, you should come by during the day sometime. It's totally different. Really, stop by. It'll blow your minds. You can meet my best friend, Jeffrey. Sure, I'll take a back rub. Who's asking? Edited and corrected by: Geneva"
