character,line
Abed,"Maybe Jeff's right. Maybe forcing things to be bright just makes the darkness underneath even darker. This was all my fault, insisting we do the pageant. Sorry. Merry Christmas. I guess I'll just see you guys after the holidays."
Television,"Happy time day, Reggie. It is tradition to give one's constable a gift at the end of each orbital cycle. Oh, thank you, inspector! Blimey! A hologram? Mm-hmm. Let's activate it and view the performance. I tried to find a way around then get behind your wall I tried to reach the top"
Abed,This is terrible.
Study Group,the angels did say was to certain poor Shepherds in fields where they lay in fields where they lay keeping their sheep on a cold winter's night that was so deep
Annie,We decided we wanted to spend the holiday together.
Jeff,It's been a dark semester. I basically k*lled a guy. And I kind of attacked you guys with a fire axe.
Study Group,Yeah.
Jeff,I'm thinking about seeing a new shrink.
Britta,What?
Jeff,Don't.
Troy,Holy crap. Look how terrible this Christmas special is. CHILDREN'
S Choir,"Noel, Noel Noel, Noel we will see you after regionals Merry Christmas!"
Dean,"Dean, Dean, Dean, Dean Dean, Dean, Dean, Dean, Dean, Dean, Dean, Dean"
Chang,"Chang, Chang, Chang, Chang"
Magnitude,"Pop, pop, pop, pop"
Starburns,"My name is Alex, my name is Alex, my name is Alex my name is Alex"
Chang,"Merry, merry, merry, merry ""Chang-mas"""
Dean Pelton,"Merry, merry, merry, merry ""Dean-mas"" Dean, Dean, Dean, Dean"
Chang,"No, no, no, no, no, no! No!"
Dean Pelton,"Dean, Dean, Dean, Dean Dean dong"
Chang,No!
Dean Pelton,Dean dong Edited and corrected by: Geneva
