character,line
Officer Cackowski,"We caught the hacker. This is Ryan, AKA StringCheeseHustler, AKA Fartmitzvah, Skullandboners88, Frozensucked, Captaintitty. You don't need to know all his names. He lives across the street from the campus, and he's got something he wants to say. Don't you?"
Ryan,I'm sorry.
Officer Cackowski,For what?
Ryan,For guessing your school master password was changeme.
Elroy,Oops.
Ryan,"How do you sleep at night, Warburton? You were one of us. You were free."
Officer Warburton,"No one's free when they're one of anything. And to answer your question, I sleep alone with one eye open. That's why I'm not the one in cuffs."
Officer Cackowski,"Let's go, Fartmitzvah."
Jeff,Crime doesn't pay.
All,Crime doesn't pay.
Elroy,I'm sorry if I used photography to digitally approximate some of your naked bodies.
Annie,It's all right.
Elroy,It is?
Annie,No!
Officer Cackowski,Anything?
Officer Warburton,Same as yesterday. Big cloud of data raining over a pasture. All eight billion sheep keep grazing.
Officer Cackowski,Is that good?
Officer Warburton,Sure.
Officer Cackowski,The thing you said back there about not being a part of anything. Is that really how you feel?
Officer Warburton,It's not a question of how I feel. I feel like flying. I don't jump off buildings.
Officer Cackowski,"Do you believe in God, Warburton?"
Officer Warburton,"You know, there's no rule that says we have to be friends, right?"
Officer Cackowski,How about common courtesy? Familiar with that rule?
Officer Warburton,"The words common and courtesy have opposite values. Common courtesy is just gibberish, hocus pocus, a spell we cast when hoping to cheat reality."
Officer Cackowski,"You're a cynical son of a bitch. I'll give you that. You know, my wife, she makes these dream catchers..."
Officer Warburton,Shhh! Shut the hell up. How fast can you get us to the mainframe hardline?
Officer Cackowski,Yankee Doodle Dandie!
