character,line
Abed,"Just so you know, Jeff, you are now creating six different timelines."
Jeff,"Of course I am, Abed."
Jeff,"Six. One, two, three, four, five, six, Britta."
Britta,Great.
Pierce,"Great. You know what's great? Air travel. I've flown a lot, a lot of airplane stories. I once had sex with Eartha Kitt--"
Shirley,"Okay, I'm gonna check on my pies."
Abed,Hm. Hey.
Troy,You guys are my best--
Jeff,I'm gonna get a drink.
Jeff,Ow!
Annie,"Oh, my God. Are you okay?"
Jeff,Barely felt it.
Annie,Let me look at it in the bathroom.
Troy,Do I need to refill the toilet olives?
Abed,We're good. I checked.
Troy,You're the best.
Abed,Wanna stay up all night talking in our bunk beds?
Troy,Da-doy.
Pierce,"Here, Troy. Happy housewarming."
Troy,"Oh, cool. Thanks, Pierce."
Jeff,"You make a good nurse, Annie."
Annie,Thank you. I actually had to apply a tourniquet the other day. A guy got stabbed outside my building.
Jeff,"What? Annie, you've got to get the hell out of that apartment."
Annie,"You don't have to treat me like a kid anymore, remember?"
Jeff,"Yeah, but adults still need to be protected. I can't help but worry about you, Annie. You're important to me."
Troy,AHH! STOP!
Pierce,"Feel the terror! Feel the terror, Troy! Feel the terror of the Norwegian troll!"
Shirley,What is going on in here?
Abed,Pierce is terrorizing Troy because he's jealous that we moved in together.
Pierce,You're the one who's jealous.
Abed,Why would I be jealous?
Pierce,Because you're lonely and crazy.
Britta,"Hey, guys. This is Toby, our pizza delivery guy, and I know this is gonna sound nuts, but we're in love and we're getting married."
Abed,I wonder what happened in all those other timelines.
Toby,"Wait, there are other timelines?"
Featuring,Troy Barnes
Setting,Troy and Abed's apartment
Jeff,"Okay. Starting on my left with one, your number comes up, you go."
Abed,"Just so you know, Jeff, you are now creating six different timelines."
Jeff,"Of course I am, Abed."
Jeff,One. Troy.
Troy,Ugh. Damn it. I'm gonna go as fast as I can so I don't miss anything.
Recording,"Adios, Sapito."
Pierce,You know who I used to call Miss Anything? Eartha Kitt.
Pierce,What? He totally set me up.
Shirley,I'm checking on my pies.
(singing),Roxanne-
Jeff,No.
Britta,Bathroom?
Abed,"Yeah, over here."
Pierce,"Jeff, tell us about your father."
Jeff,I'm gonna get a drink.
Jeff,Ow!
Annie,"Oh, my God. Are you okay?"
Jeff,Barely felt it.
Annie,"Well, let me look at it in the bathroom."
Pierce,Oh!
Jeff,What the hell?!
Annie,"Call 911! Abed, help me stop the bleeding!"
Pierce,I'm dying! I am dying.
Britta,Water. Water. Water!
"(Britta hurries to the kitchen to grab water. Troy enters with the pizza, only to be greeted by a dying Pierce with Annie and Abed unable to stop the bleeding, Jeff hitting the fire with a blanket, which only succeeds in lighting the blanket, and Britta throwing a laughably small amount of water on the fire, which only succeeds in doing nothing. At the center of this chaos, Troy sees something",the Norwegian troll doll.)
Troy,You.
Featuring,Troy Barnes
Setting,Troy and Abed's apartment
Jeff,"Okay. Starting on my left with one, your number comes up, you go."
Abed,"Just so you know, Jeff, you are now creating six different timelines."
Jeff,"Of course I am, Abed."
Summary,Abed sees through Jeff's lies and exposes him.
Featuring,Troy Barnes
Setting,Troy and Abed's apartment
Jeff,"Five. One, two, three, four, five, Abed."
Abed,I'm on it.
Pierce,You know who else was on it? And do you know what it is?
Abed,Everybody give me money.
Jeff,"Wow, that ascot really softens your personality."
Pierce,I banged Eartha Kitt.
(singing),Roxanne-
Jeff,No.
Britta,Bathroom?
Troy,Down the hall.
Jeff,I'm getting a drink.
Jeff,Ow!
Annie,"Oh, my God. Are you okay?"
Jeff,Barely felt it.
Annie,"Well, let me look at it in the bathroom."
Troy,Britta's in the bathroom.
Annie,"Oh, um..."
Shirley,"Oh, no, what happened?"
Annie,Minor head wound.
Britta,"Oh, my God. What smells amazing?"
Shirley,"Oh, someone wants pie!"
Jeff,You make a good nurse.
Britta,"Oh, my God. They taste just like regular-sized pies."
Shirley,Oh yay!
Pierce,Happy housewarming.
Troy,"Oh, cool. Thanks, Pierce. Hey, while we're alone, I just wanted to say thanks for letting me live with you."
Shirley,"Sometimes, I feel like making desserts is the only thing I'm good for in the group."
Troy,"But, now it's time for me to try and make it on my own, just like you did."
Jeff,I can't help but worry about you.
Pierce,I- I don't think you should open this.
Troy,No- what? What are you talking about?
Jeff,You're very important to me.
Britta,"Crap. I was not supposed to eat your stuff. We all made an agreement. Crap. I was not supposed to say that out loud. Crap! Okay, cards on the table. I'm really high right now."
Shirley,Oh-
Troy,Give me--
Pierce,"No, I wanna give you something else. A Waterpik. A speedboat. Two Waterpiks."
Shirley,I can't believe I'm feeding my pies to a drug addict.
Britta,Drug addict? You're a pie pusher. You push pies to get love!
Troy,"Give it, Pierce! It feels fun!"
Annie,I'm sorry. I just had a weird déjà vu.
Troy,You're bad at gift-giving!
Annie,That thing you said about worrying about me... that's something my dad always said.
Troy,I demand to be housewarmed!
Annie,Shouldn't have brought it up. Just reminded me of my dad. Anyway--
A little Makeout 101,Less dad talk. And you could ease up on the bubblegum lip gloss.
Troy,"No, I really--"
Pierce,"No, you--"
Abed,Pizza time!
Shirley,"Give me this, you godless hippie skank!"
Troy,"You're a sick, sad, twisted old man, and I hope you die alone."
Abed,I wonder what happened in all those other timelines.
Abed,"I gotta say, I hope this is the real one because I just found a nickel in the hallway."
Featuring,Troy Barnes
Setting,Troy and Abed's apartment
Jeff,"Okay. Starting on my left with one, your number comes up, you go."
Abed,"Just so you know, Jeff, you are now creating six different timelines."
Jeff,"Of course I am, Abed."
Abed,"I don't think you should. Chaos already dominates enough of our lives. The universe is an endless, raging sea of randomness. Our job isn't to fight it, but to weather it together on the raft of life, held together by those few, rare, beautiful things that we know to be predictable."
Britta,Ropes? Vines. Vines? Let him finish!
Abed,"Us. It won't matter what happens to us as long as we stay honest and accepting each other's flaws and virtues. Annie will always be driven, Shirley will always be giving, Pierce will never apologize, Britta's sort of a wild card from my perspective, and Jeff will forever remain a conniving son of a bitch."
Shirley,Abed!
Abed,There are six sides to this die and seven of us. He devised a system by which he never has to get the pizza.
Annie,Jeff! You crafty jackrabbit.
Troy,"Really? Dang, man."
Pierce,It's called friendship. Look it up. Encarta it.
Troy,I think we just found our pizza-getter.
Shirley,"Yes, Jeffrey."
Annie,We did.
Jeff,"Oh, like it matters who goes."
Jeff,What's so funny?
Annie,Karma.
Troy,That guy sucks harder than the toilet in an airplane bathroom.
Pierce,Airplane bathroom...
Shirley,"Oh, my pies!"
(singing),Roxanne!
Shirley,Oh!
(singing),You don't have to put on the red light!
(singing),Those days are over-
(singing),You don't have to sell your body to the night!
Shirley,"Sing, girls!"
Annie,I really love your place!
Abed,You should move here.
Shirley,"Come on, Troy."
(singing),Roxanne! You don't have to put on the red light.
Jeff,"You guys see what happens when I leave you alone, huh?"
(singing),Put on the red light! Put on the red light!
Shirley,"Go, Troy!"
(singing),Put on the red light! Put on the red light!
Summary,"In the Darkest Timeline, we see"
Featuring,Evil Abed
Setting,Group Study Room F
Evil Shirley,To Pierce. May he rest in Pierce.
Evil Britta,"Shirley, don't you think you've had enough?"
Evil Shirley,Of you.
Evil Abed,"Guys, I've been thinking about that night over and over. One thing has become clear. This is the darkest, most terrible timeline."
Evil Britta,"Enough with the timeline crap, Abed! Pierce got shot in the leg and died. Shirley's a drunk, Annie's locked in a mental ward because her guilt drove her insane, Jeff lost an arm in the fire-"
Evil Britta,"Troy lost his larynx because for some dumb reason, he tried to destroy a flaming troll doll by eating it."
Evil Troy,Clearly you don't understand anything about defeating trolls.
Evil Britta,"Life has gone to hell, Abed! This is real! Look at us, look at me!"
Evil Jeff,"Britta, you put one wash-away blue streak in your hair, and I lost an arm."
Evil Britta,Exactly. Life got dark.
Evil Abed,All because Jeff rolled a one.
Evil Jeff,"Oh, I love how this is my fault somehow."
"It's mine. I've run through that night over and over in my head, and I keep coming back to one thought","I should've caught the die and not let you roll it. I failed to do that, and we all suffered for it. But I'm gonna make it up to you."
Evil Jeff,What is this?
Evil Abed,"Out of all the timelines, this is clearly the darkest. Why is why I propose we commit to being evil. I've made us all black goatees out of felt, I suggest you put them on until you're able to grow your own."
"From now on, I am Evil Abed. We are the evil study group, and we have but one evil goal","return somehow to the Prime Timeline, the one where I stopped you from rolling that die, then we destroy the good versions of ourselves and reclaim our proper lives."
Evil Jeff,"Evil Abed, as Evil Jeff, am I allowed to pull fewer punches with you?"
Evil Abed,Certainly.
Evil Jeff,"I hate you! Shut up with your sci-fi crap! I lost my damn arm, and you're making fake beards!"
Evil Abed,Goatees.
(singing),Evil Troy and Evil Abed!
Troy,What's wrong?
Abed,I don't know. I guess nothing.
