character,line
Troy,"Threw the skin around a couple of times. I still got it. Do, do, do. Doosh! Uh."
Annie,But you knew we had an Astronomy test tomorrow.
Troy,Class blows. What I need to know about the universe is that I'm at the center of it.
(singing),"Oh bing, bong, sing along. Your team's Al Gore 'cause your views are wrong."
Annie,"Troy, stop. Don't become this person again. This isn't the real you. This is the arrogant jock that totally ignored the only people that truly liked him for non-superficial reasons but weren't allowed to say anything because their parents are bigots."
Troy,Huh?
Annie,"Football is bad for you, Troy."
Troy,Jeff said you'd say that.
Annie,"Jeff, what now?"
Troy,"Troy. Troy, Troy, Troy. That's my name."
Pierce,"I think if we add in a little bit of Phylicia Rashad, we'll be in better shape."
Pelton,"Yeah, you're right. That beige is a little light."
Jeff,Um...wow.
Pierce,"Yeah, yeah. We are developing the perfect mascot. No stereotypical identifiers from any race or gender."
Pelton,"You see, Jeff, this is a chart of the features we're staying away from. Pan-Asian eye folds, uh, Irish chins, women's breasts."
Jeff,Is that Seal?
Pelton,"Oh, that is our human color wheel. It goes from Seal to Seal's teeth."
Pierce,What do you think?
Jeff,I think not being racist is the new racism.
Pelton,"Whoa, whoa, whoa. What happened to the prototype?"
Pierce,Ooh. I left the nose in the kiln.
Pelton,Oh.
Jeff,"So, Troy is gonna play football."
Pelton,Yes.
Jeff,Which means I'll be getting rid of these.
Pelton,"No, uh, I won't mail these out but they are staying with me until the press announces that Troy is a part of the team. And I want him at that pep rally tonight. Reporters are gonna be there. We're gonna unveil the new mascot and things are finally going to start turning around. Oh, and my ex-therapist is gonna think twice before he makes fun of my job!"
Pierce,Here it is. Still hot. Ooh.
Pelton,Ow.
Pierce,"Oh, Dean, I'm gonna get some more coffee. You want anything?"
Pelton,"Yeah, uh, a Desmond Tutu with just enough cream to make it a Lou Diamond Phillips."
Pierce,Obama. Got it.
Annie,Aha! I've been following you. How much did the Dean pay you to make Troy play football?
Jeff,I'm not having a conversation with someone who emerges from a bush.
Annie,Because I'm right?
Jeff,"No. Because I'm not in a commercial for breakfast cereal. Look, the Dean has pictures of me, okay? Horrible pictures of me. Attending his school."
Annie,"And for that, you've convinced Troy to flush his life down football's toilet again? Britta's right. You are the most selfish person alive. And all that is gonna end right now. I'm telling him what kind of friend you really are."
Jeff,"Maybe you should tell him you're hopelessly in love with him. High school must have been tough, huh? Waiting for a superstar to notice you. But here, here, he's all alone and he needs so much help. Did you enroll in all his classes or were you worried that might freak him out? The important thing is that you are there for him. The important thing is that you are the only one there for him. And you don't really care what he wants, just as long as you don't have to share him with the rest of the world. Because, really, you are just as selfish as I am. You're just not as good at it yet."
Annie,You're right. I could never be as good as you. Probably because I actually care.
Jeff,"Profound but technically meaningless. And don't bother trying that thing women do where they walk away and make the guy feel like crap, because it won't happen. Yeah. Damn it."
Annie,"Shirley, will you please come to the bathroom with me? Where's Shirley?"
Britta,"Shirley's not coming. But, uh, I'm here to listen, girl."
Annie,Why do we inflict so much pain on ourselves for men?
Britta,"I don't know, sweetie. Maybe it's because men make the world go around? Kleenex?"
Annie,I've been infatuated with Troy. Now he's joining football. Now he'll have his pick of the litter and I'll never get to be with him.
Britta,"Oh, Annie, screw him. There are guys out there that would kill to be with you. If Troy isn't one of them, that's him failing your standards. You got that?"
Annie,"You're right. I can't control him. And if I truly cared about him, I wouldn't want to. Thanks for talking to me, Britta. It really helped."
Britta,Seriously?
Annie,Yes.
Shirley,Who's my girl? Excuse me.
Britta,I did it. I did it.
Shirley,"Yes, you did."
Players,"Human Beings, Human Beings, Human Beings."
Jeff,"Troy. Troy. Don't go in there, man."
Troy,What?
Jeff,You got the most you were ever going to get out of football in high school. A life of disillusionment and depression begins on the other side of that door.
Eric Wisniewski,"Hey, man, is this your first pep rally or something?"
Troy,You told me football was the most important thing in the world.
Jeff,"Well, buckle up Troy, I was exaggerating. It's kind of my gimmick. Let me tell you something..."
Troy,"No, let me tell you something. You know that keg flip that cost me my scholarship?"
Jeff,Yeah.
Troy,I hurt myself on purpose.
Jeff,What?
Troy,"There was a scout coming to the final game at Riverside and I couldn't take the pressure. So I took the easy way out. When you showed me that field, I saw there was nothing to worry about here. I could just play football for the fun of it. I mean, have you seen these guys? There is nowhere to go but up."
Eric,"Dude, we have feelings."
Troy,"I don't know about you, but I know I ended up here because things weren't that great out there. You should try accepting where you're at, man. Take a pottery class or something."
Jeff,Hey.
Annie,"Hey. I've decided to support Troy. They deploy things in football, right? I went for rhyme over clarity."
Jeff,"Look, I'm, uh... I'm really sorry about before. I just think we were both wrong."
Annie,Really? Because I'm an 18-year-old girl and you made me cry in public.
Jeff,"Hmm. Okay, maybe I was a little more wrong. I should grow up and make peace with being here. I mean, it's not like Greendale is gonna kill me or anything. Holy crap."
Annie,Ah!
Pierce,"Sorry. Hey, say hello to our ethnically neutral mascot, the"
Pelton,"He can't move his mouth either. But take it from me, that's human for ""hello."" Let's get you into the pep rally."
Pierce,Great idea. Let's do it. We've solved racism. What's next?
Pelton,Let's do something for little people. Or albinos.
Pierce,How about little albinos?
Jeff,"Well, this has the potential to be a uniquely Greendale experience. My lady?"
Annie,My lord.
Abed,"Attention, students, this is Abed."
Troy,And the disco spider.
Abed,Here at Greendale.
Troy,Greendale.
Troy and Abed,Say what?
Abed,"A few quick announcements. Announcement number one. All announcements will be cool, starting right now."
Troy,"Announcement number two, butt soup."
Abed,"Announcement number three, I am not Hadji from Jonny Quest, Jeff Winger."
Troy,"On security news, you guys gotta start locking the dean's door so guys like us don't get in."
Troy and Abed look-a-likes,Hey.
